clublink,clubdata,phonenumber,mailaddress,webpage
Motor-Yacht-Club Preußen e. V. im ADAC,"Motor-Yacht-Club Preußen e. V. im ADAC

     Alt-Gatow 1-3 

     14089 Berlin",36509001,vorstand(at)myc-preussen(dot)de,myc-preussen.de
Wassersportgemeinschaft Altes Gaswerk Berlin-Heiligensee e. V.,"Wassersportgemeinschaft Altes Gaswerk Berlin-Heiligensee e. V.

     Sandhauser Straße 137-139 

     13503 Berlin",null,walischefski(at)arcor(dot)de,null
Berliner Ruder-Club Ägir e. V.,"Berliner Ruder-Club Ägir e. V.

     Spreestraße 1 

     12587 Berlin",6455795,info(at)b-r-c-aegir(dot)de,www.b-r-c-aegir.de
Budoverein Fujinaga Berlin e. V.,"Budoverein Fujinaga Berlin e. V.

     Wacholderheide 48 

     12623 Berlin",89047333,info(at)vertragsrecht-berlin(dot)de,www.fujinaga.de
Aqua Berlin e. V.,"Aqua Berlin e. V.

     Konrad-Wolf-Straße 45 

     13055 Berlin",97605359,info(at)aquaberlin2000(dot)de,www.aquaberlin2000.de
BSG IBM Klub Berlin e.V.,"BSG IBM Klub Berlin e.V.

     Wildspitzweg 44 

     12107 Berlin",72035058,krusehei(at)de.ibm(dot)com,www.ibmklub-berlin.de
Sportgemeinschaft Bezirksamt Charlottenburg,"Sportgemeinschaft Bezirksamt Charlottenburg

     Heilmannring 40 c 

     13627 Berlin",902916620,bak8643(at)freenet(dot)de,null
Reit- und Fahrverein Berlin Gatow e. V.,"Reit- und Fahrverein Berlin Gatow e. V.

      

      Berlin",null,null,null
Ländlicher Reiterverein Spandau,"Ländlicher Reiterverein Spandau

     Am Hüllepfuhl 27a 

     13589 Berlin",0179- 120 92 06,vorstand(at)lrvspandau(dot)de,www.lrvspandau.de
Turn- und Sportverein Makkabi Berlin e.V.,"Turn- und Sportverein Makkabi Berlin e.V.

     Passauer Straße 4 

     10789 Berlin",2184708,info(at)tus-makkabi(dot)de,www.tus-makkabi.de
BSG DB-BSW,"BSG DB-BSW

      

      Berlin",null,null,null
Weddinger Wiesel e. V.,"Weddinger Wiesel e. V.

     Nordkapstr. 4 

     10439 Berlin",(030) 70 08 94 63,basketball(at)weddinger-wiesel(dot)de,www.weddinger-wiesel.de
Sportgemeinschaft Aufbau Alex e. V.,"Sportgemeinschaft Aufbau Alex e. V.

     Auguststraße 91 

     10117 Berlin",2813343,brueser.berlin(at)freenet(dot)de,www.Aufbau-Alex.de
TTC Pink! Berlin e. V.,"TTC Pink! Berlin e. V.

     Rostocker Straße 40 

     10553 Berlin",46507531,service(at)ttcpink(dot)de,www.ttcpink.de
Spiel- und Tanzsportgruppe DAKSIMATA e. V.,"Spiel- und Tanzsportgruppe DAKSIMATA e. V.

     Neu-Hönow 11 

     15345 Altlandsberg",3343861262,null,null
Dokan in Berlin e. V.,"Dokan in Berlin e. V.

     Pistoriusstraße 4 

     13086 Berlin",92091119,mail(at)dokan(dot)de,www.dokan.de
Yoshinjuku e. V.,"Yoshinjuku e. V.

     Leibnizstraße 102 2. Hof 

     10625 Berlin",47988478,wolfgang.winkler(at)drv-bund(dot)de,www.yoshinjuku.de
Schachfreunde Berlin 1903 e. V.,"Schachfreunde Berlin 1903 e. V.

     Eberswalder Straße  

     10437 Berlin",85726073; 30007813,schulzjp(at)aol(dot)com,www.sfr-berlin.de
Ruderverein Berlin von 1878 e. V.,"Ruderverein Berlin von 1878 e. V.

     Lauenburger Straße 115 

     12169 Berlin",3622461,info(at)rvb1878(dot)de,www.rvg1878.de
Drachenboot-Jugend-Berlin e. V.,"Drachenboot-Jugend-Berlin e. V.

     Schlesische Straße 19 

     10997 Berlin",93938870,info(at)dj-berlin-ev(dot)de,null
BSV Husaren Viktoriastadt,"BSV Husaren Viktoriastadt

     Finowstraße 9 

     10247 Berlin",490 048 09,husaren-victoriastadt(at)gmx(dot)de,null
BSG Kerngehäusesport e.V.,"BSG Kerngehäusesport e.V.

     Cuvrystraße 23 

     10997 Berlin",618 93 37,null,fraassi(at)web(dot)de
Treptower Tennisclub e.V.,"Treptower Tennisclub e.V.

     Venusstraße 3 

     12524 Berlin",6735516,dm-peters(at)t-online(dot)de,null
Shaolin Kultur Verein e. V.,"Shaolin Kultur Verein e. V.

     Liebenwalder Str. 42a 

     16567 Mühlenbeck",17680634260,info(at)shaolinkulturverein(dot)de,www.shaolinkulturverein.de
Budo Club Ken Shiki / Berlin (BC Ken Shiki) e. V.,"Budo Club Ken Shiki / Berlin (BC Ken Shiki) e. V.

     Waidmannsluster Damm 151 

     13469  Berlin",null,null,null
Spandauer Radsportverein 1891 e. V.,"Spandauer Radsportverein 1891 e. V.

     Emil-Basdeck-Straße 27 

     14089 Berlin",3625403,info(at)spandauer-rv1891(dot)de,www.spandauer-rv1891.de
Berlin Dragonboat Company e. V.,"Berlin Dragonboat Company e. V.

     Sportpromenade 3 

     12527 Berlin",33763214868,null,www.BDC-eV.de
BSG FC Hertie 01,null,null,null,null
Blau-Gelb Köpenick e. V.,"Blau-Gelb Köpenick e. V.

     Salvador-Allende-Straße 88-90 

     12555 Berlin",65265854,wassersportverein(at)blau-gelb-koepenick(dot)de,www.blau-gelb-koepenick.de
SD Croatia-Berlin e. V.,"SD Croatia-Berlin e. V.

     Bosestraße 21 

     12103 Berlin",0177 24 480 25,croatiaberlin(at)web(dot)de,www.sd-croatia.de
Bogensportförderverein BB e. V.,"Bogensportförderverein BB e. V.

     Hiddenseestraße 1 b 

     13189 Berlin",030 49907087,bogen51(at)gmail(dot)com,null
Tisch-Tennis-Club Lok Pankow e.V.,"Tisch-Tennis-Club Lok Pankow e.V.

     Triftstr. 70 B 

     13129 Berlin",901843359,Kerstenkroker(at)arcor(dot)de,null
Tauchclub Allianz der Wasserfreunde e.V.,"Tauchclub Allianz der Wasserfreunde e.V.

     Postfach 73 00 05 

     13062 Berlin",0172 3835180,tauchverein-adw(at)arcor(dot)de,null
BSG Korsch,"BSG Korsch

     Breitenbachstraße 1 

     13509 Berlin",43576162,bachmann(at)korsch(dot)de,www.korsch.de
Sektion Alexander von Humboldt Berlin e. V. des Deutschen Alpenvereins e. V.,"Sektion Alexander von Humboldt Berlin e. V. des Deutschen Alpenvereins e. V.

     Schönstr. 21 

     13086 Berlin",9250389,vors1(at)alpenverein-humboldt(dot)de,www.alpenverein-humboldt.de
Aikido-Seishinkan-Köpenick e. V.,"Aikido-Seishinkan-Köpenick e. V.

     Fredersdorfer Weg 27 

     12589 Berlin",0172-354 60 67,karsten.greisert(at)googlemail(dot)com,null
Fußball-Club Blau-Weiß Hansa 51,"Fußball-Club Blau-Weiß Hansa 51

     Fuldastraße 30 

     12045 Berlin",17624302756,null,null
Sportgemeinschaft FEZ Wuhlheide e. V.,"Sportgemeinschaft FEZ Wuhlheide e. V.

     An der Wuhle 89 e 

     12621 Berlin",56583579,sg-fez-wuhlheide-vorstand(at)freenet(dot)de,null
Schwimmsportverein Ostring 93 e. V.,"Schwimmsportverein Ostring 93 e. V.

     Liepnitzstraße 54 

     10318 Berlin",null,vorstand(at)ssvostring(dot)de,ssvostring.de
Berliner Tennis- und Tischtennisclub Grün-Weiß e. V.,"Berliner Tennis- und Tischtennisclub Grün-Weiß e. V.

     Scheelestraße 45 c 

     12209 Berlin",7115096,mail(at)bttcgruenweiss(dot)de,www.bttc-berlin.de
Fußballclub Friedrichshagener Wölfe e. V.,"Fußballclub Friedrichshagener Wölfe e. V.

     Scharnweberstraße 126 

     12587 Berlin",null,vorstand(at)fh-woelfe(dot)de,null
SC Kickers Berlin 08 e. V.,"SC Kickers Berlin 08 e. V.

     Postfach 77 02 24 

     13002 Berlin",1773447249,info(at)kickers-berlin(dot)com,www.kickers-berlin.de
Schaftspalter e. V.,"Schaftspalter e. V.

     Hauptstraße 20 

     16567 Mühlenbeck",1713273839,ich(at)hildebrand-jens(dot)de,null
Internationaler Tauchsportverein Berlin e. V.,"Internationaler Tauchsportverein Berlin e. V.

     Stubenrauchstraße 28/29 

     12161 Berlin",8529419,heinz-christian.scholz(at)t-online(dot)de,null
Tisch-Tennis-Club Pallas Grunewald e.V.,"Tisch-Tennis-Club Pallas Grunewald e.V.

     Bismarckallee 43 A 

     14193 Berlin",null,ibe-43a(at)kabelmail(dot)de,null
Rollstuhl-Sport-Club Berlin e.V.,"Rollstuhl-Sport-Club Berlin e.V.

     Thulestraße 19 

     13189 Berlin",030 / 85719390,info(at)rscberlin(dot)de,www.rsc-berlin.de
"herzhaus, Reha-Sport e. V.","herzhaus, Reha-Sport e. V.

     Krausenstraße 40/41 

     10117 Berlin",25949613,verein(at)herzhausberlin(dot)de,www.herzhaus.berlin.de
Motorsportclub Weißensee e. V.,"Motorsportclub Weißensee e. V.

     Hasselwerderstraße 13 a 

     12439 Berlin",1738712373,info(at)mc-weissensee(dot)de,www.mc-weissensee.de
BSG Lankwitzer Werkstätten e. V.,"BSG Lankwitzer Werkstätten e. V.

     Wilhelmsaue 36 

     10713 Berlin",3031980217,bsglw(at)lwnet(dot)de,www.lankwitzerwerkstaetten.de
Wasserwacht im DRK Kreisverband Reinickendorf-Wittenau e. V.,"Wasserwacht im DRK Kreisverband Reinickendorf-Wittenau e. V.

     Antonienstraße 50 a 

     13403 Berlin",810315152,info(at)drk-rdfwit(dot)de,null
ReitTherapieZentrum Berlin-Brandenburg e. V.,"ReitTherapieZentrum Berlin-Brandenburg e. V.

     Don-Bosco-Steig 14 

     14109 Berlin",80587518,kontakt(at)reittherapiezentrum(dot)de,www.reittherapiezentrum.de
Sportverein Karow 96 e. V.,"Sportverein Karow 96 e. V.

     Postfach 74 02 35 

     13092 Berlin",17641414601,vorstand(at)sv-karow-96(dot)de,www.sv-karow-96.de
Scandittack FC e. V.,"Scandittack FC e. V.

     Raumerstraße 8 

     10437 Berlin",1634795579,null,null
Tennis-Club Grenzstein 1976 e. V.,"Tennis-Club Grenzstein 1976 e. V.

     Grässeweg 20/22 

     13581 Berlin",3318138,null,null
Billard Club Schwarze Acht 2000 e. V.,"Billard Club Schwarze Acht 2000 e. V.

     Karlsgartenstraße 15 

     12049 Berlin",17678955084,SchwarzeAcht2000(at)web(dot)de,null
Sportverein Stahl Schöneweide e.V.,"Sportverein Stahl Schöneweide e.V.

     Gärtnerstraße 4 

     13055 Berlin",23476036,info(at)stahl-schoeneweide(dot)de,www.stahl-schoeneweide.de
Sportgemeinschaft Pankow 90 e. V.,"Sportgemeinschaft Pankow 90 e. V.

     Hielscherstraße 41 

     13158 Berlin",030-77309731,Lutz.Schepler(at)t-online(dot)de,null
Basketball Leistungszentrum Berlin e.V.,"Basketball Leistungszentrum Berlin e.V.

     Wankstr. 13a 

     12107 Berlin",null,info(at)blz-berlin(dot)de,null
TELL Berlin e.V.,"TELL Berlin e.V.

     Waldhüterpfad 9 

     14169 Berlin",26073420,tell.berlin(at)arcor(dot)de,null
Weddinger Eislauf- und Rollsport-Club e. V.,"Weddinger Eislauf- und Rollsport-Club e. V.

     Amendestr. 107 

     13409 Berlin",496 24 32,dieter.seydel(at)berlin(dot)de,www.werc-berlin.de
Skate- und Rollsportclub Berlin e. V.,"Skate- und Rollsportclub Berlin e. V.

     Neuchateller Straße 23 

     12203 Berlin",7931452,info(at)src-berlin(dot)de,www.src-berlin.de
Sportgemeinschaft Rehabilitation Berlin-Lichtenberg e. V.,"Sportgemeinschaft Rehabilitation Berlin-Lichtenberg e. V.

     Allee der Kosmonauten 23 

     10315 Berlin",1633749250,buhrt(at)rbo-info(dot)de,null
Billard Falken Berlin e. V.,"Billard Falken Berlin e. V.

     Rosestraße 24-26 

     12524 Berlin",6731314,Toralf_Rzehak(at)web(dot)de,billardfalkenberlin.de
Freizeitsportverein Reinickendorf,"Freizeitsportverein Reinickendorf

     Dohlenstraße 30 b 

     13505 Berlin",4362110,schroeder30(at)web(dot)de,www.fsv-reinickendorf.de
EV Belzig,"EV Belzig

      

      Berlin",null,null,null
SG Prenzlauer Berg 1990 e. V.,"SG Prenzlauer Berg 1990 e. V.

     Hanns-Eisler-Straße 91 

     10409 Berlin",030-98 33 89 07,vorstand(at)sg-prenzlauerberg(dot)de,www.sg-prenzlauerberg.de
Schulsportverein Lichtenrade e. V.,"Schulsportverein Lichtenrade e. V.

     Kirchhainer Damm 68 

     12309 Berlin",7440529,info(at)ssv-lichtenrade(dot)de,www.ssv-lichtenrade.de
Spandauer Anglervereinigung 1947 e. V.,"Spandauer Anglervereinigung 1947 e. V.

     Obstallee 45 

     13593 Berlin",3637759,eckart.keller(at)sav47(dot)de,www.sav47.de
Pro Sport Berlin 24 e. V.,"Pro Sport Berlin 24 e. V.

     Forckenbeckstraße 18 

     14199 Berlin",82 30 98 44,null,www.pro-sport-berlin24.de
Tri-Finisher Berlin e.V.,"Tri-Finisher Berlin e.V.

     Poschingerstraße 31 

     12157 Berlin",null,tri-finisher-berlin(at)gmx(dot)net,www.tri-finisher-berlin.de
Sport-Hasen-Spandau e. V.,"Sport-Hasen-Spandau e. V.

     Bahnhofstraße 49 

     14612 Falkensee",03322 231 39 53,do(at)sport-hasen-spandau(dot)de,www.sport-hasen-spandau.de
RollschuhParadies Berlin e. V.,"RollschuhParadies Berlin e. V.

     Hohenstaufenstr. 69 

     10781 Berlin",20 88 98 16,joerg(at)burkowitz(dot)de,www.rollparadies.de
Boogie Company Berlin/Brandenburg e. V.,"Boogie Company Berlin/Brandenburg e. V.

     Meller Bogen 19 

     13403 Berlin",81307787,vorsitzender(at)boogiecompany(dot)de,www.boogiecompany.de
Tennis-Club Mariendorf e. V.,"Tennis-Club Mariendorf e. V.

     Wildspitzweg 12-46 

     12107 Berlin",30343330,tcmariendorf(at)web(dot)de,www.tc-mariendorf.com
Berliner Islandpferde Freunde e. V.,"Berliner Islandpferde Freunde e. V.

     Kähnsdorfer Str. 8a 

     14552 Fresdorf",033205-46950,info(at)bif-ev(dot)de,www.bif-ev.de
SC International Berlin e. V.,"SC International Berlin e. V.

     PSF 160124 

     10337 Berlin",442 64 01,null,null
Sportverein Inklusiv Johannesstift e. V.,"Sportverein Inklusiv Johannesstift e. V.

     Amanda-Wicher-Haus, Schönwalder Allee 26 

     13587 Berlin",33609373,karmen.savor(at)evangelisches-johannesstift(dot)de,www.sportverein-johannesstift.de
Sportfreunde Downtown 08 e. V.,"Sportfreunde Downtown 08 e. V.

     Rüdigerstraße 58 

     10365 Berlin",null,null,www.downtown08.de
Reitsportverein am Maifeld e. V.,"Reitsportverein am Maifeld e. V.

     Friedrich-Friesen-Allee/Westtor 

     14053 Berlin",308 112 40,null,www.reitsportverein-maifeld.de
Paddel-Club Wiking e. V.,"Paddel-Club Wiking e. V.

     Gatower Str. 329 

     14089 Berlin",361 47 02,info(at)pcwiking(dot)de,www.pcwiking.de
1. FC Wilmersdorf 1911 e. V.,"1. FC Wilmersdorf 1911 e. V.

     Blissestraße 20 b 

     10713 Berlin",030 30 600 112,fussball(at)uwe-kadow(dot)de,null
Billardclub Berolina,"Billardclub Berolina

     Straße 72 Nr. 10 

     13127 Berlin",null,rohde-buchholz(at)web(dot)de,www.bcberolina.de
Cosmos Friedrichsfelde e. V.,"Cosmos Friedrichsfelde e. V.

     Neuwieder Straße 35 

     10318 Berlin",5137025 / 0172/9868307,null,null
Deutscher Sportschießklub Berlin,"Deutscher Sportschießklub Berlin

      

      Berlin",null,null,null
Angler-Verein Tegel e. V.,"Angler-Verein Tegel e. V.

     Eisenhammerweg 24 

     13507 Berlin",4342626,null,null
Spandauer Sport Verein 1894 e. V.,"Spandauer Sport Verein 1894 e. V.

     Zepeplinstraße 12 a 

     13583 Berlin",35504417,info(at)SPANDAUER-SV(dot)DE,www.SPANDAUER-SV.DE
Lernen durch Erfahren e. V.,"Lernen durch Erfahren e. V.

      

      Berlin",null,null,null
Schulsportverein Karow-Nord e. V.,"Schulsportverein Karow-Nord e. V.

     Achillesstraße 79 

     13125 Berlin",94878511,ssvkarownord(at)email(dot)de,null
Schützengilde Tegel-Süd 1955 e.V.,"Schützengilde Tegel-Süd 1955 e.V.

     Buddestraße 1 A 

     13507 Berlin",4333470,info(at)schuetzengilde-tegel-sued(dot)de,null
Betriebssportgemeinschaft Barmer GEK Berlin e.V.,"Betriebssportgemeinschaft Barmer GEK Berlin e.V.

     Axel-Springer-Str. 50 

     10969 Berlin",800332060442111,info(at)bsg-barmer-gek-berlin(dot)de,www.bsg-barmer-gek-berlin.de
Sport&Gymnastik in Tiergarten e.V.,"Sport&Gymnastik in Tiergarten e.V.

     Flensburger Str. 27 

     10557 Berlin",0172-325 2891,mail(at)sport-cm(dot)de,null
Köpenicker Hockey-Union e. V.,"Köpenicker Hockey-Union e. V.

     Postfach 84 03 49  

     12533 Berlin",null,geschaeftsfuehrung(at)khu-hockey(dot)de,null
Sport Club Bison Team 82,"Sport Club Bison Team 82

     Hochkalterweg 29 

     12107 Berlin",17656580952,marcus-pfaff(at)versanet(dot)de,null
Budo Club Samurai Berlin e. V.,"Budo Club Samurai Berlin e. V.

     Kurfürstenstr. 12 

     13467 Berlin",0175 309 23 06,michael.fredrich(at)t-online(dot)de,www.bc-samurai.de
BSG Sportverein im Bundeskriminalamt Berlin,"BSG Sportverein im Bundeskriminalamt Berlin

     Am Treptower Park 5-8 

     12435 Berlin",536126307,igor.klisch(at)bka-bund(dot)de,null
Karate-Do Berlin,"Karate-Do Berlin

     Annenstraße 32 

     10179 Berlin",34990656,JFRoeder(at)kabelmail(dot)de,null
Zeuthener Segler-Verein e. V.,"Zeuthener Segler-Verein e. V.

     Am Großen Wannsee 56 

     14109 Berlin",805 54 04,flaschenpost(at)ZSV-Berlin(dot)de,www.zsv-berlin.de
Turn- und Sportverein Lichterfelde Hockey e. V.,"Turn- und Sportverein Lichterfelde Hockey e. V.

     Edenkobener Weg 73 - 75 

     12247 Berlin",030/12064034,info(at)tuslihockey(dot)de,www.tuslihockey.de
Sportgemeinschaft Finanzamt Reinickendorf,"Sportgemeinschaft Finanzamt Reinickendorf

     Sandstr. 47 

     13593 Berlin",0176-20945283,hamu61(at)web(dot)de,null
Gesundheits- und Freizeitsport Lankwitz e. V.,"Gesundheits- und Freizeitsport Lankwitz e. V.

     Wedellstraße 37 

     12249 Berlin",null,null,null
BSG Hochtief Berlin,BSG Hochtief Berlin,null,null,null
BSG Evangelische Schule Neukölln,"BSG Evangelische Schule Neukölln

     Heiligenseestr. 53 

     13503 Berlin",4364468,phschwedt(at)gmail(dot)com,null
Hoppla Berlin e. V.,"Hoppla Berlin e. V.

     Gabelsbergerstraße 1 

     10247 Berlin",89614616,hopplaberlinev(at)googlemail(dot)com,null
Fußball Klub Rotor Kreuzberg e.V.,"Fußball Klub Rotor Kreuzberg e.V.

     Cuvrystr. 5 

     10997 Berlin",null,rotor.kreuzberg(at)gmail(dot)com,null
Luftsportclub Berlin-West e. V.,"Luftsportclub Berlin-West e. V.

     Fritz-Wildung-Str. 10 

     14199 Berlin",030-8230383,lbw(at)gmx(dot)de,www.segelflug.de/vereine/lbw
Reitverein der Berliner und Brandenburger Studenten e. V.,"Reitverein der Berliner und Brandenburger Studenten e. V.

     Matterhornstraße 20 

     14163 Kleinmachnow",33203885755,null,null
1.Fußball Club Wacker 1921 Lankwitz,"1.Fußball Club Wacker 1921 Lankwitz

     Lichterfelder Ring 111 

     12279 Berlin",711 56 93,gohlke2(at)freenet(dot)de,www.wacker21lankwitz.de
BSG Sportverein Weißblau Allianz e. V.,"BSG Sportverein Weißblau Allianz e. V.

     An den Treptowers 3 

     12435 Berlin",5389324300,andreas.jankrift(at)allianz(dot)de,www.weissblau-allianz-berlin.de
Förderverein der Scharmützelsee-Grundschule,"Förderverein der Scharmützelsee-Grundschule

      

      Berlin",null,null,null
Tendoryu Aikido Berlin e. V.,"Tendoryu Aikido Berlin e. V.

     Blücherstraße 25 

     12207 Berlin",7122545,peter(at)tendoryu-aikido(dot)org,www.tendoryu-aikido.org
Schachclub Zugzwang 95 e. V.,"Schachclub Zugzwang 95 e. V.

     Danziger Straße 129 

     10405 Berlin",441 68 78,1.Vorsitzender(at)zugzwang95(dot)de,www.zugzwang95.de
Erste Breitensportgemeinschaft Boxen Berlin-Charlottenburg von 1976 e. V.,"Erste Breitensportgemeinschaft Boxen Berlin-Charlottenburg von 1976 e. V.

     Fürther Straße 4 

     10777 Berlin",21458488,bsg76(at)arcor(dot)de,www.bsg76.de
Sport und Kooperation International e. V. (Kurzform: S&K - International),"Sport und Kooperation International e. V. (Kurzform: S&K - International)

     Belziger Straße 35 

     10823 Berlin",null,ski-berlin(at)online(dot)de,null
Eishockey-Club Charlottenburg Preussen Berlin e. V.,"Eishockey-Club Charlottenburg Preussen Berlin e. V.

     Glockenturmstraße 14 

     14053 Berlin",7748463,info(at)eccpreussen(dot)de,www.eccpreussen.de
Fit durchs Leben e. V.,"Fit durchs Leben e. V.

     Blankenfelder Straße 98 

     13127 Berlin",47497954,fit-durchs-leben(at)arcor(dot)de,null
Kokoro Karate e. V.,"Kokoro Karate e. V.

     Mahlsdorfer Straße 57 a 

     12555 Berlin",16097682317,null,null
Verein für Bewegungsfreude Kiefholz e. V.,"Verein für Bewegungsfreude Kiefholz e. V.

     Kiefholzstraße 402 

     12435 Berlin",7875669,laser-connection(at)t-online(dot)de,null
Pferdedorf Düppel,"Pferdedorf Düppel

      

      Berlin",null,null,null
Angler-Verein Sonntagsfreude e. V.,"Angler-Verein Sonntagsfreude e. V.

     Maximilian-Kaller-Straße 18 

     12279 Berlin",72019466-67,bo-wo11(at)versanet(dot)de,anglerverein-sonntagsfreude.de
Sportverein Schmöckwitz-Eichwalde,"Sportverein Schmöckwitz-Eichwalde

     Finkengasse 7 

     12527 Berlin",+49 (30) 6756037,info(at)schmoecke(dot)de,www.schmoecke.de
Berliner Radfahrer Club Zugvogel 1901,"Berliner Radfahrer Club Zugvogel 1901

     An der Koppel 

     12529 Schönefeld",15119342654,zugvogel(at)bikesport(dot)de,www.brc-zugvogel.de
Berliner Ruder-Club Hevella e. V.,"Berliner Ruder-Club Hevella e. V.

     Dorfstraße 23 

     13597 Berlin",331 42 46,hevella(at)hevella(dot)de,www.hevella.de
Sportverein Athletik Friedrichshain e. V.,"Sportverein Athletik Friedrichshain e. V.

     Karower Chaussee 215 

     13125 Berlin",030/34817741,kirste(at)physik.hu-berlin(dot)de,null
FC Südsee e. V.,"FC Südsee e. V.

     Kastanienallee 80 

     10435 Berlin",1778866144,derma.nager(at)fc-suedsee(dot)de,www.fc-suedsee.de
Freie Athleten Berlin e. V.,"Freie Athleten Berlin e. V.

     Baumschulenstraße 6 

     12437 Berlin",17621307152,pmeiners(at)hotmail(dot)com,null
Kondi-Club-Karow e. V.,"Kondi-Club-Karow e. V.

     Schräger Weg 18 

     13125 Berlin",94419786,baerbel.kuehn(at)gmx(dot)net,null
Kraftsportverein Wedding 04 e. V.,"Kraftsportverein Wedding 04 e. V.

     Walter-Franck-Zeile 9 

     12353 Berlin",94518716,ksv_wedding_04(at)freenet(dot)de,null
Kampfsportgemeinschaft 1990 Hohenschönhausen e. V.,"Kampfsportgemeinschaft 1990 Hohenschönhausen e. V.

     Straße 103, Nr 3 a 

     13127 Berlin",17627539187,thomas012(at)freenet(dot)de,null
Berliner Blues e. V.,"Berliner Blues e. V.

     Franklinstraße 13 a 

     10587 Berlin",683202220,europe(at)tchernovaudio(dot)com,null
Charlottenburger Turn- und Sportverein von 1858 e. V.,"Charlottenburger Turn- und Sportverein von 1858 e. V.

     Krumme Straße 12 

     10585 Berlin",93 93 17 41,info(at)tsv58(dot)de,www.tsv58.de
Ruder- und Kanu-Verein 1928 e. V.,"Ruder- und Kanu-Verein 1928 e. V.

     Wittelsbacherstraße 7 

     10707 Berlin",8811790,Geschaeftsstelle(at)RKV-Berlin(dot)de,www.RKV-Berlin.de
Berliner Sportschützen Heros Neukölln e. V. 1891,"Berliner Sportschützen Heros Neukölln e. V. 1891

     Mariendorfer Damm 125 

     12109 Berlin",1701134201,info(at)bsn-heros(dot)de,www.bsn-heros.de
Reitverein Kavallerie Spandau e. V.,"Reitverein Kavallerie Spandau e. V.

      

      Berlin",null,null,null
Schwimmclub der Humboldt-Universität zu Berlin,"Schwimmclub der Humboldt-Universität zu Berlin

     Simon-Bolivar-Straße 51 

     13055 Berlin",0176-56574634,info(at)sc-humboldt(dot)de,www.sc-humboldt.de
Prenzlauer Berg Kickers 97 e. V.,"Prenzlauer Berg Kickers 97 e. V.

     Danziger Straße 123 

     10407 Berlin",null,pbk97(at)gmx(dot)de,null
Sportgemeinschaft DE-Consult,"Sportgemeinschaft DE-Consult

     Georgenkirchstraße 10 

     10249 Berlin",32533899,peter.fellwock(at)deutschebahn(dot)com,null
Omega-Tischtennis-Team Ostkreuz e. V.,"Omega-Tischtennis-Team Ostkreuz e. V.

     Am Luch 16 

     16356 Ahrensfelde",4415097,toralf.schley(at)nexgo(dot)de,www.omega-tt.de
Behinderten Sport-Freunde Frohnau e. V.,"Behinderten Sport-Freunde Frohnau e. V.

     Kellenzeile 15 D 

     13437 Berlin",030-66647174,f-voelkel-bsffrohnau(at)web(dot)de,null
OWAZASHI e. V.,"OWAZASHI e. V.

     Einsteinstraße 4B 

     10409 Berlin",75639220,webmaster(at)owazashi(dot)de,www.owazashi.de
Volkssportgemeinschaft Grün-Gelb Kaulsdorf 87 e. V.,"Volkssportgemeinschaft Grün-Gelb Kaulsdorf 87 e. V.

     Dornacher Straße 26 

     12683 Berlin",51700817,hannelore.born(at)googlemail(dot)com,null
Berliner Tourenseglerclub Blau Weiß e. V.,"Berliner Tourenseglerclub Blau Weiß e. V.

     Grünauer Straße 211 

     12557 Berlin",6557952,btb-ev(at)arcor(dot)de,www.btb-ev.de
Rollsportverein Britz e. V.,"Rollsportverein Britz e. V.

     Sollmannweg 8 

     12353 Berlin",6011601,RSV-BRITZ.VS(at)web(dot)de,www.rsv-britz.de
Tanzsportzentrum Phönix e. V.,"Tanzsportzentrum Phönix e. V.

     Tulpenstraße 23 

     12203 Berlin",1779414673,tszhoenix(at)web(dot)de,www.tszphoenix.de
Tennis-Club Grün-Weiß Berlin-Lankwitz e.V.,"Tennis-Club Grün-Weiß Berlin-Lankwitz e.V.

     Bäkestraße 13 

     12207 Berlin",843 02 12,tennisclub(at)gw-lankwitz(dot)de,www.gw-lankwitz.de
Saatwinkler Segelclub Odin e. V.,"Saatwinkler Segelclub Odin e. V.

     Im Saatwinkel 31 a 

     13599 Berlin",334 29 21,vorstand(at)ssco-berlin(dot)de,www.ssco-berlin.de
BSG Kälte-Gastro-Technik Berlin,"BSG Kälte-Gastro-Technik Berlin

     Friedhofsweg 1 

     12529 Schönefeld OT.Großzi",03379/448 406,kaeltegastro(at)aol(dot)com,www.bsg-kaelte-gastro-Technik.de
Sportgemeinschaft Rupenhorn Berlin e. V.,"Sportgemeinschaft Rupenhorn Berlin e. V.

     Badenallee 5 

     14052 Berlin",8867380,utz(at)steuerberater-scholz(dot)com,null
Angler-Verein Insulaner Neukölln e. V.,"Angler-Verein Insulaner Neukölln e. V.

     Belfaster Str.15 

     13349 Berlin",37302111,eric.rietz(at)bwb(dot)de,null
Akro-Polis e.V.,"Akro-Polis e.V.

     Andreas-Hermes-Siedlung 7 

     12355 Berlin",15229442287,info(at)akro-berlin(dot)de,www.akro-berlin.de
Schwimm-Gemeinschaft Neukölln e.V. Berlin,"Schwimm-Gemeinschaft Neukölln e.V. Berlin

     Kleiberweg 3 

     12359 Berlin",603 50 10,geschaeftsstelle(at)sg-neukoelln(dot)de,www.sg-neukoelln.de
Motorwassersportclub Oberspree 1912 e. V.,"Motorwassersportclub Oberspree 1912 e. V.

     Parchimer Straße 10 

     12619 Berlin",1723929034,ibe_engel(at)arcor(dot)de,www.mc-oberspree.de
